fits_file,tns_name,tns_type,sep_arcsec,tns_ra_deg,tns_dec_deg,center_ra_deg,center_dec_deg,radius_arcsec
/Users/lluisgalbany/Downloads/HST_UV/data/hst_programs/17179/drc/MAST_2025-08-10T09_44_38.398Z/HST/if0g86010_drc.fits,2019np,SN Ia,56.50088591601123,157.341583,29.510639,157.3332824613093,29.49670577222398,120.254787977367
/Users/lluisgalbany/Downloads/HST_UV/data/hst_programs/17179/drc/MAST_2025-08-10T09_44_38.398Z/HST/if0g87010_drc.fits,2021adlr,SN II,41.43901271852889,47.799,-8.469561,47.80954081429833,-8.474439751078501,119.38830246674594
/Users/lluisgalbany/Downloads/HST_UV/data/hst_programs/17179/drc/MAST_2025-08-10T09_44_38.398Z/HST/if0g88010_drc.fits,2018agk,SN Ia,41.43276569465693,197.651555472,-4.48574127155,197.6467589800722,-4.475272580813239,119.36030004766938
/Users/lluisgalbany/Downloads/HST_UV/data/hst_programs/17179/drc/MAST_2025-08-10T09_44_38.398Z/HST/if0g90010_drc.fits,2021gno,SN Ib,31.9693903855286,183.042875,13.249181,183.0493802598988,13.242954872584022,120.24027326132992
/Users/lluisgalbany/Downloads/HST_UV/data/hst_programs/17179/drc/MAST_2025-08-10T09_44_38.398Z/HST/if0g92010_drc.fits,2021aess,SN IIn-pec,29.77722209456158,53.450583,-19.4957,53.44816355534762,-19.4877492194053,120.25478797738003
/Users/lluisgalbany/Downloads/HST_UV/data/hst_programs/17179/drc/MAST_2025-08-10T09_44_38.398Z/HST/if0g94010_drc.fits,2022crv,SN Ib,39.90110725947308,148.607958,-25.7031,148.6201912958353,-25.704259721229736,120.26826983666666
/Users/lluisgalbany/Downloads/HST_UV/data/hst_programs/17179/drc/MAST_2025-08-10T09_44_38.398Z/HST/if0g95010_drc.fits,2022epu,SN Ic,41.459170076590546,228.691862,31.223633,228.70242483203816,31.216489439548997,119.38830246677166
/Users/lluisgalbany/Downloads/HST_UV/data/hst_programs/17179/drc/MAST_2025-08-10T09_44_38.398Z/HST/if0g96010_drc.fits,2022esa,SN Ia-CSM,41.44821285871847,253.49,-9.70285,253.5003206778808,-9.708241576619736,119.38830246680386
/Users/lluisgalbany/Downloads/HST_UV/data/hst_programs/17179/drc/MAST_2025-08-10T09_44_38.398Z/HST/if0g97010_drc.fits,2017cbv,SN Ia,41.447673736966784,218.143417,-44.134094,218.1417358825344,-44.14554385838116,119.38830246671472
/Users/lluisgalbany/Downloads/HST_UV/data/hst_programs/17179/drz/MAST_2025-08-10T10_08_41.790Z/HST/if0g03010_drz.fits,2021dov,SN Ia,41.44333834798169,134.077958,-0.442139,134.08460397521003,-0.451539038765272,119.3883024667007
/Users/lluisgalbany/Downloads/HST_UV/data/hst_programs/17179/drz/MAST_2025-08-10T10_08_41.790Z/HST/if0g08010_drz.fits,2018gv,SN Ia,62.76757072333345,121.394083,-11.438019,121.4097701098006,-11.42979831197089,120.25478797736336
/Users/lluisgalbany/Downloads/HST_UV/data/hst_programs/17179/drz/MAST_2025-08-10T10_08_41.790Z/HST/if0g09010_drz.fits,2021bmw,SN II,32.64841092577053,206.915448889,-29.4318444444,206.91128838415744,-29.42353086510096,119.36030004767731
/Users/lluisgalbany/Downloads/HST_UV/data/hst_programs/17179/drz/MAST_2025-08-10T10_08_41.790Z/HST/if0g0a010_drz.fits,2021afkk,SN II,41.43629574205677,37.4998676863,28.6341857571,37.51297087024126,28.63371996600296,119.3883024667424
/Users/lluisgalbany/Downloads/HST_UV/data/hst_programs/17179/drz/MAST_2025-08-10T10_08_41.790Z/HST/if0g0b010_drz.fits,2016jhr,SN Ia,41.42039340851286,184.582708,0.254828,184.5918320050582,0.2478184025194758,119.373873066484
/Users/lluisgalbany/Downloads/HST_UV/data/hst_programs/17179/drz/MAST_2025-08-10T10_08_41.790Z/HST/if0g0c010_drz.fits,2021csp,SN Icn,41.44399371923199,216.592143243,5.85921558693,216.60360845937123,5.857650482071185,119.38830246674532
/Users/lluisgalbany/Downloads/HST_UV/data/hst_programs/17179/drz/MAST_2025-08-10T10_08_41.790Z/HST/if0g0e010_drz.fits,2021acnt,SN Ia,77.0277059545907,145.4285,-28.202489,145.4312281362949,-28.181227950323837,119.37387306655114
/Users/lluisgalbany/Downloads/HST_UV/data/hst_programs/17179/drz/MAST_2025-08-10T10_08_41.790Z/HST/if0g0i010_drz.fits,2019fkq,SN Ia,41.42943907809596,359.101625,-29.023781,359.114179888802,-29.027233641926927,119.37387306660465
/Users/lluisgalbany/Downloads/HST_UV/data/hst_programs/17179/drz/MAST_2025-08-10T10_08_41.790Z/HST/if0g0k010_drz.fits,2020jsh,SN Ia,41.44273886123415,146.589292,3.073269,146.59513562371663,3.0633456390064535,119.38830246672488
/Users/lluisgalbany/Downloads/HST_UV/data/hst_programs/17179/drz/MAST_2025-08-10T10_08_41.790Z/HST/if0g0p010_drz.fits,2022csd,SN II,40.07301594971836,155.3830965,8.4055295,155.38839112613866,8.395707424278086,119.38830246675808
/Users/lluisgalbany/Downloads/HST_UV/data/hst_programs/17179/drz/MAST_2025-08-10T10_08_41.790Z/HST/if0g0q010_drz.fits,2016iye,SN IIb,32.04299371564888,116.332167,-71.404972,116.3554662762478,-71.40987504156561,119.34501889717896
/Users/lluisgalbany/Downloads/HST_UV/data/hst_programs/17179/drz/MAST_2025-08-10T10_08_41.790Z/HST/if0g11010_drz.fits,2022oor,SN II,32.733650356696,226.124192214,2.33856133877,226.13329009156857,2.338769403260401,119.3738730665414
/Users/lluisgalbany/Downloads/HST_UV/data/hst_programs/17179/drz/MAST_2025-08-10T10_08_41.790Z/HST/if0g15010_drz.fits,2022vqz,SN Ia-pec,41.44836691532383,12.7740909222,29.5367102276,12.78198691161126,29.545949761388624,119.3883024667313
/Users/lluisgalbany/Downloads/HST_UV/data/hst_programs/17179/drz/MAST_2025-08-10T10_08_41.790Z/HST/if0g17010_drz.fits,2022crr,SN Ic-BL,41.45793143931797,231.204715446,-21.3893701875,231.21097061399357,-21.399304965586072,119.38830246672296
/Users/lluisgalbany/Downloads/HST_UV/data/hst_programs/17179/drz/MAST_2025-08-10T10_08_41.790Z/HST/if0g1d010_drz.fits,2021agbn,SN II,25.336662730714785,59.303542,-25.403381,59.298540965437745,-25.408777865262117,119.37387306655668
/Users/lluisgalbany/Downloads/HST_UV/data/hst_programs/17179/drz/MAST_2025-08-10T10_08_41.790Z/HST/if0g1i010_drz.fits,2020ejm,SN Ia,12.104841376858523,154.078542,-33.563658,154.07647615263795,-33.560769618388,120.2547879773282
/Users/lluisgalbany/Downloads/HST_UV/data/hst_programs/17179/drz/MAST_2025-08-10T10_08_41.790Z/HST/if0g1j010_drz.fits,2017dps,SN Ia,49.291009866257625,204.16675,-33.967019,204.1600660555835,-33.95449958690083,119.3603000475929
/Users/lluisgalbany/Downloads/HST_UV/data/hst_programs/17179/drz/MAST_2025-08-10T10_08_41.790Z/HST/if0g1k010_drz.fits,2018kcw,SN II,27.968577315789663,334.033067059,-36.8489223529,334.0356370781993,-36.84143047785596,120.26826983671496
/Users/lluisgalbany/Downloads/HST_UV/data/hst_programs/17179/drz/MAST_2025-08-10T10_08_41.790Z/HST/if0g2e010_drz.fits,2018djd,SN Ia,41.4397997354414,33.64096,-0.76577,33.651155595756876,-0.7711153646051319,119.38830246674378
/Users/lluisgalbany/Downloads/HST_UV/data/hst_programs/17179/drz/MAST_2025-08-10T10_08_41.790Z/HST/if0g2g010_drz.fits,2021adlv,SN Ia,12.870893255889753,127.765958,-4.194219,127.76704542754052,-4.197625791885285,120.2402732612938
/Users/lluisgalbany/Downloads/HST_UV/data/hst_programs/17179/drz/MAST_2025-08-10T10_08_41.790Z/HST/if0g2l010_drz.fits,2020ftl,SN Ia,58.82960524433737,185.015708,5.343289,184.99932781841784,5.342258252008648,120.2402732613063
/Users/lluisgalbany/Downloads/HST_UV/data/hst_programs/17179/drz/MAST_2025-08-10T10_08_41.790Z/HST/if0g2m010_drz.fits,2020alh,SN Ia,35.06654063612413,210.91151338,-33.9770522535,210.9038086642612,-33.96969999969161,119.36030004762956
/Users/lluisgalbany/Downloads/HST_UV/data/hst_programs/17179/drz/MAST_2025-08-10T10_08_41.790Z/HST/if0g2p010_drz.fits,2017hgz,SN Ia,27.65456183872804,327.083833,-34.952889,327.08801294466434,-34.95976461221894,119.30343998876856
/Users/lluisgalbany/Downloads/HST_UV/data/hst_programs/17179/drz/MAST_2025-08-10T10_08_41.790Z/HST/if0g2q010_drz.fits,2022wsp,SN II,45.90723872739272,345.014691598,15.9784993196,345.009792930229,15.990349913171018,119.40273340979996
/Users/lluisgalbany/Downloads/HST_UV/data/hst_programs/17179/drz/MAST_2025-08-10T10_08_41.790Z/HST/if0g2r010_drz.fits,2017jmk,SN II,104.41849202828756,348.688042,4.530731,348.6618131478578,4.543286874686936,119.36030004764883
/Users/lluisgalbany/Downloads/HST_UV/data/hst_programs/17179/drz/MAST_2025-08-10T10_08_41.790Z/HST/if0g34010_drz.fits,2021cgu,SN II,35.91329249500221,165.765458,5.098169,165.76297840665137,5.107834357281172,119.37387306660143
/Users/lluisgalbany/Downloads/HST_UV/data/hst_programs/17179/drz/MAST_2025-08-10T10_08_41.790Z/HST/if0g3d010_drz.fits,2021abze,SN II,42.4555054009916,10.8843865335,14.3427825741,10.894836436316066,14.348830963367272,119.38830246674036
/Users/lluisgalbany/Downloads/HST_UV/data/hst_programs/17179/drz/MAST_2025-08-10T10_08_41.790Z/HST/if0g42010_drz.fits,2021dbg,SN II,40.59567433226984,141.111625,-6.581431,141.1194479590457,-6.589602133471266,119.38830246675064
/Users/lluisgalbany/Downloads/HST_UV/data/hst_programs/17179/drz/MAST_2025-08-10T10_08_41.790Z/HST/if0g48010_drz.fits,2017fzw,SN Ia-91bg-like,69.84739753742932,95.395083,-27.214881,95.40678701212704,-27.231255428368303,120.25478797737806
/Users/lluisgalbany/Downloads/HST_UV/data/hst_programs/17179/drz/MAST_2025-08-10T10_08_41.790Z/HST/if0g4d010_drz.fits,2021adxd,SN IIP,32.57464771634296,9.84546011341,2.80403574116,9.83649211568741,2.805317602396042,119.36030004764038
/Users/lluisgalbany/Downloads/HST_UV/data/hst_programs/17179/drz/MAST_2025-08-10T10_08_41.790Z/HST/if0g4l010_drz.fits,2024jhk,SN Ia-91bg-like,28.71533947210969,162.8511933,8.558317,162.8493246613313,8.566076502141346,119.388302466748
/Users/lluisgalbany/Downloads/HST_UV/data/hst_programs/17179/drz/MAST_2025-08-10T10_08_41.790Z/HST/if0g4o010_drz.fits,2025ktz,SN II,27.438262168092503,197.7396447,11.4739339,197.7375621113135,11.481277296195543,120.19879508486711
/Users/lluisgalbany/Downloads/HST_UV/data/hst_programs/17179/drz/MAST_2025-08-10T10_08_41.790Z/HST/if0g4r010_drz.fits,2025tam,SN II,56.26685110606855,283.893006,-53.722989,283.9174743548431,-53.72888079223637,119.3594452098034
/Users/lluisgalbany/Downloads/HST_UV/data/hst_programs/17179/drz/MAST_2025-08-10T10_08_41.790Z/HST/if0g4y010_drz.fits,2018oh,SN Ia,41.306973215832656,136.664917,19.338089,136.67340576207883,19.3298734264869,119.3883024667255
/Users/lluisgalbany/Downloads/HST_UV/data/hst_programs/17179/drz/MAST_2025-08-10T10_08_41.790Z/HST/if0g4z010_drz.fits,2017fgc,SN Ia,76.30054776407805,20.060167,3.402767,20.040490550432754,3.410730379266846,120.26826983668369
/Users/lluisgalbany/Downloads/HST_UV/data/hst_programs/17179/drz/MAST_2025-08-10T10_08_41.790Z/HST/if0g5a010_drz.fits,2018xx,SN Ia,47.15435410626112,193.451125,-39.6971,193.45950084547636,-39.708503611611526,120.2402732613237
/Users/lluisgalbany/Downloads/HST_UV/data/hst_programs/17179/drz/MAST_2025-08-10T10_08_41.790Z/HST/if0g5b010_drz.fits,2018yu,SN Ia,46.668086826588855,80.63487875,-11.4871825,80.64215952937217,-11.498005772183689,120.2682698366798
/Users/lluisgalbany/Downloads/HST_UV/data/hst_programs/17179/drz/MAST_2025-08-10T10_08_41.790Z/HST/if0g64010_drz.fits,2017cyy,SN Ia,48.75181036328199,144.150833,-63.948389,144.14394810128283,-63.9351888787192,119.34587055014316
/Users/lluisgalbany/Downloads/HST_UV/data/hst_programs/17179/drz/MAST_2025-08-10T10_08_41.790Z/HST/if0g70010_drz.fits,2017erp,SN Ia,45.26271523911629,227.311667,-11.334181,227.3132986305196,-11.321710224804956,120.25478797736442
/Users/lluisgalbany/Downloads/HST_UV/data/hst_programs/17179/drz/MAST_2025-08-10T10_08_41.790Z/HST/if0g71010_drz.fits,2020xyw,SN Ia,28.398856334518065,112.033417,-62.358031,112.04970338630358,-62.3602983575071,120.2547879773732
/Users/lluisgalbany/Downloads/HST_UV/data/hst_programs/17179/drz/MAST_2025-08-10T10_08_41.790Z/HST/if0g72010_drz.fits,2021gvm,SN II,56.27415347674189,202.505101233,13.4111881762,202.5209817294976,13.41358174178903,119.38830246674512
/Users/lluisgalbany/Downloads/HST_UV/data/hst_programs/17179/drz/MAST_2025-08-10T10_08_41.790Z/HST/if0g74010_drz.fits,2016gwl,SN Ia,50.910607089648394,140.86675,-23.16965,140.88194063186322,-23.171877543245262,119.37387306647965
/Users/lluisgalbany/Downloads/HST_UV/data/hst_programs/17179/drz/MAST_2025-08-10T10_08_41.790Z/HST/if0g76010_drz.fits,2019dxd,SN II,28.427468843946052,163.6742599,-21.066968666667,163.66626033565043,-21.06954384303261,120.24027326132487
/Users/lluisgalbany/Downloads/HST_UV/data/hst_programs/17179/drz/MAST_2025-08-10T10_08_41.790Z/HST/if0g81010_drz.fits,2016hnk,SN Ia,42.41117406043332,33.319312,-7.661332,33.31907740405811,-7.673110587251845,119.38830246673204
/Users/lluisgalbany/Downloads/HST_UV/data/hst_programs/17179/drz/MAST_2025-08-10T10_08_41.790Z/HST/if0g85010_drz.fits,2025gc,SN Ic,28.278274632971065,170.916756027,-22.269212988,170.9111830721856,-22.263288168775453,119.36030004763322
/Users/lluisgalbany/Downloads/HST_UV/data/hst_programs/17179/drz/MAST_2025-08-10T10_08_41.790Z/HST/if0g86010_drz.fits,2019np,SN Ia,56.50088591601123,157.341583,29.510639,157.3332824613093,29.49670577222398,120.254787977367
/Users/lluisgalbany/Downloads/HST_UV/data/hst_programs/17179/drz/MAST_2025-08-10T10_08_41.790Z/HST/if0g87010_drz.fits,2021adlr,SN II,41.43901271852889,47.799,-8.469561,47.80954081429833,-8.474439751078501,119.38830246674594
/Users/lluisgalbany/Downloads/HST_UV/data/hst_programs/17179/drz/MAST_2025-08-10T10_08_41.790Z/HST/if0g88010_drz.fits,2018agk,SN Ia,41.43276569465693,197.651555472,-4.48574127155,197.6467589800722,-4.475272580813239,119.36030004766938
/Users/lluisgalbany/Downloads/HST_UV/data/hst_programs/17179/drz/MAST_2025-08-10T10_08_41.790Z/HST/if0g90010_drz.fits,2021gno,SN Ib,31.9693903855286,183.042875,13.249181,183.0493802598988,13.242954872584022,120.24027326132992
/Users/lluisgalbany/Downloads/HST_UV/data/hst_programs/17179/drz/MAST_2025-08-10T10_08_41.790Z/HST/if0g92010_drz.fits,2021aess,SN IIn-pec,29.77722209456158,53.450583,-19.4957,53.44816355534762,-19.4877492194053,120.25478797738003
/Users/lluisgalbany/Downloads/HST_UV/data/hst_programs/17179/drz/MAST_2025-08-10T10_08_41.790Z/HST/if0g94010_drz.fits,2022crv,SN Ib,39.90110725947308,148.607958,-25.7031,148.6201912958353,-25.704259721229736,120.26826983666666
/Users/lluisgalbany/Downloads/HST_UV/data/hst_programs/17179/drz/MAST_2025-08-10T10_08_41.790Z/HST/if0g95010_drz.fits,2022epu,SN Ic,41.459170076590546,228.691862,31.223633,228.70242483203816,31.216489439548997,119.38830246677166
/Users/lluisgalbany/Downloads/HST_UV/data/hst_programs/17179/drz/MAST_2025-08-10T10_08_41.790Z/HST/if0g96010_drz.fits,2022esa,SN Ia-CSM,41.44821285871847,253.49,-9.70285,253.5003206778808,-9.708241576619736,119.38830246680386
/Users/lluisgalbany/Downloads/HST_UV/data/hst_programs/17179/drz/MAST_2025-08-10T10_08_41.790Z/HST/if0g97010_drz.fits,2017cbv,SN Ia,41.447673736966784,218.143417,-44.134094,218.1417358825344,-44.14554385838116,119.38830246671472
