obsID,obs_collection,dataproduct_type,obs_id,description,type,dataURI,productType,productGroupDescription,productSubGroupDescription,productDocumentationURL,project,prvversion,proposal_id,productFilename,size,parent_obsid,dataRights,calib_level,filters
26660145,HST,image,hst_14779_44_wfc3_uvis_f275w_id7644cj,HAP fits science image,D,mast:HST/product/hst_14779_44_wfc3_uvis_f275w_id7644cj_drc.fits,SCIENCE,,DRC,,HAP-SVM,DrizzlePac 3.10.0,14779,hst_14779_44_wfc3_uvis_f275w_id7644cj_drc.fits,422110080,25059466,PUBLIC,2,F275W
26660165,HST,image,hst_14779_44_wfc3_uvis_total_id7644,HAP fits science image,D,mast:HST/product/hst_14779_44_wfc3_uvis_total_id7644_drc.fits,SCIENCE,,DRC,,HAP-SVM,DrizzlePac 3.10.0,14779,hst_14779_44_wfc3_uvis_total_id7644_drc.fits,422115840,25059466,PUBLIC,3,detection
26659091,HST,image,hst_14779_48_wfc3_uvis_f275w_id7648,HAP fits science image,D,mast:HST/product/hst_14779_48_wfc3_uvis_f275w_id7648_drc.fits,SCIENCE,Minimum Recommended Products,DRC,,HAP-SVM,DrizzlePac 3.10.0,14779,hst_14779_48_wfc3_uvis_f275w_id7648_drc.fits,405967680,25064896,PUBLIC,3,F275W
26659030,HST,image,hst_14779_48_wfc3_uvis_f275w_id7648ns,HAP fits science image,D,mast:HST/product/hst_14779_48_wfc3_uvis_f275w_id7648ns_drc.fits,SCIENCE,,DRC,,HAP-SVM,DrizzlePac 3.10.0,14779,hst_14779_48_wfc3_uvis_f275w_id7648ns_drc.fits,405961920,25064896,PUBLIC,2,F275W
26659066,HST,image,hst_14779_48_wfc3_uvis_f275w_id7648nw,HAP fits science image,D,mast:HST/product/hst_14779_48_wfc3_uvis_f275w_id7648nw_drc.fits,SCIENCE,,DRC,,HAP-SVM,DrizzlePac 3.10.0,14779,hst_14779_48_wfc3_uvis_f275w_id7648nw_drc.fits,405961920,25064896,PUBLIC,2,F275W
26659124,HST,image,hst_14779_48_wfc3_uvis_total_id7648,HAP fits science image,D,mast:HST/product/hst_14779_48_wfc3_uvis_total_id7648_drc.fits,SCIENCE,,DRC,,HAP-SVM,DrizzlePac 3.10.0,14779,hst_14779_48_wfc3_uvis_total_id7648_drc.fits,405967680,25064896,PUBLIC,3,detection
26659305,HST,image,hst_14779_52_wfc3_uvis_f275w_id7652,HAP fits science image,D,mast:HST/product/hst_14779_52_wfc3_uvis_f275w_id7652_drc.fits,SCIENCE,Minimum Recommended Products,DRC,,HAP-SVM,DrizzlePac 3.10.0,14779,hst_14779_52_wfc3_uvis_f275w_id7652_drc.fits,433442880,25872304,PUBLIC,3,F275W
26659297,HST,image,hst_14779_52_wfc3_uvis_f275w_id7652e7,HAP fits science image,D,mast:HST/product/hst_14779_52_wfc3_uvis_f275w_id7652e7_drc.fits,SCIENCE,,DRC,,HAP-SVM,DrizzlePac 3.10.0,14779,hst_14779_52_wfc3_uvis_f275w_id7652e7_drc.fits,433437120,25872304,PUBLIC,2,F275W
26659301,HST,image,hst_14779_52_wfc3_uvis_f275w_id7652e8,HAP fits science image,D,mast:HST/product/hst_14779_52_wfc3_uvis_f275w_id7652e8_drc.fits,SCIENCE,,DRC,,HAP-SVM,DrizzlePac 3.10.0,14779,hst_14779_52_wfc3_uvis_f275w_id7652e8_drc.fits,433437120,25872304,PUBLIC,2,F275W
26659309,HST,image,hst_14779_52_wfc3_uvis_total_id7652,HAP fits science image,D,mast:HST/product/hst_14779_52_wfc3_uvis_total_id7652_drc.fits,SCIENCE,,DRC,,HAP-SVM,DrizzlePac 3.10.0,14779,hst_14779_52_wfc3_uvis_total_id7652_drc.fits,433442880,25872304,PUBLIC,3,detection
26659407,HST,image,hst_14779_55_wfc3_uvis_f275w_id7655,HAP fits science image,D,mast:HST/product/hst_14779_55_wfc3_uvis_f275w_id7655_drc.fits,SCIENCE,Minimum Recommended Products,DRC,,HAP-SVM,DrizzlePac 3.10.0,14779,hst_14779_55_wfc3_uvis_f275w_id7655_drc.fits,311670720,25872214,PUBLIC,3,F275W
26659406,HST,image,hst_14779_55_wfc3_uvis_f275w_id7655vj,HAP fits science image,D,mast:HST/product/hst_14779_55_wfc3_uvis_f275w_id7655vj_drc.fits,SCIENCE,,DRC,,HAP-SVM,DrizzlePac 3.10.0,14779,hst_14779_55_wfc3_uvis_f275w_id7655vj_drc.fits,311664960,25872214,PUBLIC,2,F275W
26659405,HST,image,hst_14779_55_wfc3_uvis_f275w_id7655vk,HAP fits science image,D,mast:HST/product/hst_14779_55_wfc3_uvis_f275w_id7655vk_drc.fits,SCIENCE,,DRC,,HAP-SVM,DrizzlePac 3.10.0,14779,hst_14779_55_wfc3_uvis_f275w_id7655vk_drc.fits,311664960,25872214,PUBLIC,2,F275W
26659408,HST,image,hst_14779_55_wfc3_uvis_total_id7655,HAP fits science image,D,mast:HST/product/hst_14779_55_wfc3_uvis_total_id7655_drc.fits,SCIENCE,,DRC,,HAP-SVM,DrizzlePac 3.10.0,14779,hst_14779_55_wfc3_uvis_total_id7655_drc.fits,311670720,25872214,PUBLIC,3,detection
25851477,HST,image,id7603010,DADS DRC file - CTE-corrected calibrated combined image ACS/WFC3,D,mast:HST/product/id7603010_drc.fits,SCIENCE,Minimum Recommended Products,DRC,,CALWF3,3.7.2 (Apr-15-2024),14779,id7603010_drc.fits,217514880,25851477,PUBLIC,3,F275W
25851477,HST,image,id7603010,DADS DRZ file - Calibrated combined image ACS/WFC3/WFPC2/STIS,D,mast:HST/product/id7603010_drz.fits,SCIENCE,Minimum Recommended Products,DRZ,,CALWF3,3.7.2 (Apr-15-2024),14779,id7603010_drz.fits,217512000,25851477,PUBLIC,3,F275W
25858700,HST,image,id7605010,DADS DRC file - CTE-corrected calibrated combined image ACS/WFC3,D,mast:HST/product/id7605010_drc.fits,SCIENCE,Minimum Recommended Products,DRC,,CALWF3,3.7.2 (Apr-15-2024),14779,id7605010_drc.fits,217514880,25858700,PUBLIC,3,F275W
25858700,HST,image,id7605010,DADS DRZ file - Calibrated combined image ACS/WFC3/WFPC2/STIS,D,mast:HST/product/id7605010_drz.fits,SCIENCE,Minimum Recommended Products,DRZ,,CALWF3,3.7.2 (Apr-15-2024),14779,id7605010_drz.fits,217512000,25858700,PUBLIC,3,F275W
25066246,HST,image,id7606010,DADS DRC file - CTE-corrected calibrated combined image ACS/WFC3,D,mast:HST/product/id7606010_drc.fits,SCIENCE,Minimum Recommended Products,DRC,,CALWF3,3.7.2 (Apr-15-2024),14779,id7606010_drc.fits,217463040,25066246,PUBLIC,3,F275W
25066246,HST,image,id7606010,DADS DRZ file - Calibrated combined image ACS/WFC3/WFPC2/STIS,D,mast:HST/product/id7606010_drz.fits,SCIENCE,Minimum Recommended Products,DRZ,,CALWF3,3.7.2 (Apr-15-2024),14779,id7606010_drz.fits,217460160,25066246,PUBLIC,3,F275W
25857701,HST,image,id7615010,DADS DRC file - CTE-corrected calibrated combined image ACS/WFC3,D,mast:HST/product/id7615010_drc.fits,SCIENCE,Minimum Recommended Products,DRC,,CALWF3,3.7.2 (Apr-15-2024),14779,id7615010_drc.fits,217514880,25857701,PUBLIC,3,F275W
25857701,HST,image,id7615010,DADS DRZ file - Calibrated combined image ACS/WFC3/WFPC2/STIS,D,mast:HST/product/id7615010_drz.fits,SCIENCE,Minimum Recommended Products,DRZ,,CALWF3,3.7.2 (Apr-15-2024),14779,id7615010_drz.fits,217512000,25857701,PUBLIC,3,F275W
25056058,HST,image,id7619010,DADS DRC file - CTE-corrected calibrated combined image ACS/WFC3,D,mast:HST/product/id7619010_drc.fits,SCIENCE,Minimum Recommended Products,DRC,,CALWF3,3.7.2 (Apr-15-2024),14779,id7619010_drc.fits,217566720,25056058,PUBLIC,3,F275W
25056058,HST,image,id7619010,DADS DRZ file - Calibrated combined image ACS/WFC3/WFPC2/STIS,D,mast:HST/product/id7619010_drz.fits,SCIENCE,Minimum Recommended Products,DRZ,,CALWF3,3.7.2 (Apr-15-2024),14779,id7619010_drz.fits,217563840,25056058,PUBLIC,3,F275W
25056059,HST,image,id7620010,DADS DRC file - CTE-corrected calibrated combined image ACS/WFC3,D,mast:HST/product/id7620010_drc.fits,SCIENCE,Minimum Recommended Products,DRC,,CALWF3,3.7.2 (Apr-15-2024),14779,id7620010_drc.fits,217514880,25056059,PUBLIC,3,F275W
25056059,HST,image,id7620010,DADS DRZ file - Calibrated combined image ACS/WFC3/WFPC2/STIS,D,mast:HST/product/id7620010_drz.fits,SCIENCE,Minimum Recommended Products,DRZ,,CALWF3,3.7.2 (Apr-15-2024),14779,id7620010_drz.fits,217512000,25056059,PUBLIC,3,F275W
25874431,HST,image,id7625010,DADS DRC file - CTE-corrected calibrated combined image ACS/WFC3,D,mast:HST/product/id7625010_drc.fits,SCIENCE,Minimum Recommended Products,DRC,,CALWF3,3.7.2 (Apr-15-2024),14779,id7625010_drc.fits,217463040,25874431,PUBLIC,3,F275W
25874431,HST,image,id7625010,DADS DRZ file - Calibrated combined image ACS/WFC3/WFPC2/STIS,D,mast:HST/product/id7625010_drz.fits,SCIENCE,Minimum Recommended Products,DRZ,,CALWF3,3.7.2 (Apr-15-2024),14779,id7625010_drz.fits,217460160,25874431,PUBLIC,3,F275W
25872496,HST,image,id7630010,DADS DRC file - CTE-corrected calibrated combined image ACS/WFC3,D,mast:HST/product/id7630010_drc.fits,SCIENCE,Minimum Recommended Products,DRC,,CALWF3,3.7.2 (Apr-15-2024),14779,id7630010_drc.fits,217566720,25872496,PUBLIC,3,F275W
25872496,HST,image,id7630010,DADS DRZ file - Calibrated combined image ACS/WFC3/WFPC2/STIS,D,mast:HST/product/id7630010_drz.fits,SCIENCE,Minimum Recommended Products,DRZ,,CALWF3,3.7.2 (Apr-15-2024),14779,id7630010_drz.fits,217563840,25872496,PUBLIC,3,F275W
25863345,HST,image,id7634010,DADS DRC file - CTE-corrected calibrated combined image ACS/WFC3,D,mast:HST/product/id7634010_drc.fits,SCIENCE,Minimum Recommended Products,DRC,,CALWF3,3.7.2 (Apr-15-2024),14779,id7634010_drc.fits,217463040,25863345,PUBLIC,3,F275W
25863345,HST,image,id7634010,DADS DRZ file - Calibrated combined image ACS/WFC3/WFPC2/STIS,D,mast:HST/product/id7634010_drz.fits,SCIENCE,Minimum Recommended Products,DRZ,,CALWF3,3.7.2 (Apr-15-2024),14779,id7634010_drz.fits,217460160,25863345,PUBLIC,3,F275W
25864921,HST,image,id7636010,DADS DRC file - CTE-corrected calibrated combined image ACS/WFC3,D,mast:HST/product/id7636010_drc.fits,SCIENCE,Minimum Recommended Products,DRC,,CALWF3,3.7.2 (Apr-15-2024),14779,id7636010_drc.fits,217463040,25864921,PUBLIC,3,F275W
25864921,HST,image,id7636010,DADS DRZ file - Calibrated combined image ACS/WFC3/WFPC2/STIS,D,mast:HST/product/id7636010_drz.fits,SCIENCE,Minimum Recommended Products,DRZ,,CALWF3,3.7.2 (Apr-15-2024),14779,id7636010_drz.fits,217460160,25864921,PUBLIC,3,F275W
25056060,HST,image,id7641010,DADS DRC file - CTE-corrected calibrated combined image ACS/WFC3,D,mast:HST/product/id7641010_drc.fits,SCIENCE,Minimum Recommended Products,DRC,,CALWF3,3.7.2 (Apr-15-2024),14779,id7641010_drc.fits,217514880,25056060,PUBLIC,3,F275W
25056060,HST,image,id7641010,DADS DRZ file - Calibrated combined image ACS/WFC3/WFPC2/STIS,D,mast:HST/product/id7641010_drz.fits,SCIENCE,Minimum Recommended Products,DRZ,,CALWF3,3.7.2 (Apr-15-2024),14779,id7641010_drz.fits,217512000,25056060,PUBLIC,3,F275W
25857702,HST,image,id7643010,DADS DRC file - CTE-corrected calibrated combined image ACS/WFC3,D,mast:HST/product/id7643010_drc.fits,SCIENCE,Minimum Recommended Products,DRC,,CALWF3,3.7.2 (Apr-15-2024),14779,id7643010_drc.fits,217514880,25857702,PUBLIC,3,F275W
25857702,HST,image,id7643010,DADS DRZ file - Calibrated combined image ACS/WFC3/WFPC2/STIS,D,mast:HST/product/id7643010_drz.fits,SCIENCE,Minimum Recommended Products,DRZ,,CALWF3,3.7.2 (Apr-15-2024),14779,id7643010_drz.fits,217512000,25857702,PUBLIC,3,F275W
25059466,HST,image,id7644010,DADS DRC file - CTE-corrected calibrated combined image ACS/WFC3,D,mast:HST/product/id7644010_drc.fits,SCIENCE,Minimum Recommended Products,DRC,,CALWF3,3.7.2 (Apr-15-2024),14779,id7644010_drc.fits,217514880,25059466,PUBLIC,3,F275W
25059466,HST,image,id7644010,DADS DRZ file - Calibrated combined image ACS/WFC3/WFPC2/STIS,D,mast:HST/product/id7644010_drz.fits,SCIENCE,Minimum Recommended Products,DRZ,,CALWF3,3.7.2 (Apr-15-2024),14779,id7644010_drz.fits,217512000,25059466,PUBLIC,3,F275W
25064896,HST,image,id7648010,DADS DRC file - CTE-corrected calibrated combined image ACS/WFC3,D,mast:HST/product/id7648010_drc.fits,SCIENCE,Minimum Recommended Products,DRC,,CALWF3,3.7.2 (Apr-15-2024),14779,id7648010_drc.fits,217419840,25064896,PUBLIC,3,F275W
25064896,HST,image,id7648010,DADS DRZ file - Calibrated combined image ACS/WFC3/WFPC2/STIS,D,mast:HST/product/id7648010_drz.fits,SCIENCE,Minimum Recommended Products,DRZ,,CALWF3,3.7.2 (Apr-15-2024),14779,id7648010_drz.fits,217416960,25064896,PUBLIC,3,F275W
25872304,HST,image,id7652010,DADS DRC file - CTE-corrected calibrated combined image ACS/WFC3,D,mast:HST/product/id7652010_drc.fits,SCIENCE,Minimum Recommended Products,DRC,,CALWF3,3.7.2 (Apr-15-2024),14779,id7652010_drc.fits,217514880,25872304,PUBLIC,3,F275W
25872304,HST,image,id7652010,DADS DRZ file - Calibrated combined image ACS/WFC3/WFPC2/STIS,D,mast:HST/product/id7652010_drz.fits,SCIENCE,Minimum Recommended Products,DRZ,,CALWF3,3.7.2 (Apr-15-2024),14779,id7652010_drz.fits,217512000,25872304,PUBLIC,3,F275W
25872214,HST,image,id7655010,DADS DRC file - CTE-corrected calibrated combined image ACS/WFC3,D,mast:HST/product/id7655010_drc.fits,SCIENCE,Minimum Recommended Products,DRC,,CALWF3,3.7.2 (Apr-15-2024),14779,id7655010_drc.fits,217514880,25872214,PUBLIC,3,F275W
25872214,HST,image,id7655010,DADS DRZ file - Calibrated combined image ACS/WFC3/WFPC2/STIS,D,mast:HST/product/id7655010_drz.fits,SCIENCE,Minimum Recommended Products,DRZ,,CALWF3,3.7.2 (Apr-15-2024),14779,id7655010_drz.fits,217512000,25872214,PUBLIC,3,F275W
26302984,HST,image,hst_15166_57_wfc3_uvis_f275w_idi157,HAP fits science image,D,mast:HST/product/hst_15166_57_wfc3_uvis_f275w_idi157_drc.fits,SCIENCE,Minimum Recommended Products,DRC,,HAP-SVM,DrizzlePac 3.10.0,15166,hst_15166_57_wfc3_uvis_f275w_idi157_drc.fits,423541440,26229955,PUBLIC,3,F275W
26302964,HST,image,hst_15166_57_wfc3_uvis_f275w_idi157bd,HAP fits science image,D,mast:HST/product/hst_15166_57_wfc3_uvis_f275w_idi157bd_drc.fits,SCIENCE,,DRC,,HAP-SVM,DrizzlePac 3.10.0,15166,hst_15166_57_wfc3_uvis_f275w_idi157bd_drc.fits,423535680,26229955,PUBLIC,2,F275W
26302939,HST,image,hst_15166_57_wfc3_uvis_f275w_idi157bh,HAP fits science image,D,mast:HST/product/hst_15166_57_wfc3_uvis_f275w_idi157bh_drc.fits,SCIENCE,,DRC,,HAP-SVM,DrizzlePac 3.10.0,15166,hst_15166_57_wfc3_uvis_f275w_idi157bh_drc.fits,423535680,26229955,PUBLIC,2,F275W
26303022,HST,image,hst_15166_57_wfc3_uvis_total_idi157,HAP fits science image,D,mast:HST/product/hst_15166_57_wfc3_uvis_total_idi157_drc.fits,SCIENCE,,DRC,,HAP-SVM,DrizzlePac 3.10.0,15166,hst_15166_57_wfc3_uvis_total_idi157_drc.fits,423555840,26229955,PUBLIC,3,detection
26669757,HST,image,hst_15166_58_wfc3_uvis_f275w_idi158,HAP fits science image,D,mast:HST/product/hst_15166_58_wfc3_uvis_f275w_idi158_drc.fits,SCIENCE,Minimum Recommended Products,DRC,,HAP-SVM,DrizzlePac 3.10.0,15166,hst_15166_58_wfc3_uvis_f275w_idi158_drc.fits,435476160,26080521,PUBLIC,3,F275W
26669678,HST,image,hst_15166_58_wfc3_uvis_f275w_idi158l3,HAP fits science image,D,mast:HST/product/hst_15166_58_wfc3_uvis_f275w_idi158l3_drc.fits,SCIENCE,,DRC,,HAP-SVM,DrizzlePac 3.10.0,15166,hst_15166_58_wfc3_uvis_f275w_idi158l3_drc.fits,435470400,26080521,PUBLIC,2,F275W
26669712,HST,image,hst_15166_58_wfc3_uvis_f275w_idi158l6,HAP fits science image,D,mast:HST/product/hst_15166_58_wfc3_uvis_f275w_idi158l6_drc.fits,SCIENCE,,DRC,,HAP-SVM,DrizzlePac 3.10.0,15166,hst_15166_58_wfc3_uvis_f275w_idi158l6_drc.fits,435467520,26080521,PUBLIC,2,F275W
26669767,HST,image,hst_15166_58_wfc3_uvis_total_idi158,HAP fits science image,D,mast:HST/product/hst_15166_58_wfc3_uvis_total_idi158_drc.fits,SCIENCE,,DRC,,HAP-SVM,DrizzlePac 3.10.0,15166,hst_15166_58_wfc3_uvis_total_idi158_drc.fits,435490560,26080521,PUBLIC,3,detection
26229955,HST,image,idi157010,DADS DRC file - CTE-corrected calibrated combined image ACS/WFC3,D,mast:HST/product/idi157010_drc.fits,SCIENCE,Minimum Recommended Products,DRC,,CALWF3,3.7.2 (Apr-15-2024),15166,idi157010_drc.fits,217514880,26229955,PUBLIC,3,F275W
26229955,HST,image,idi157010,DADS DRZ file - Calibrated combined image ACS/WFC3/WFPC2/STIS,D,mast:HST/product/idi157010_drz.fits,SCIENCE,Minimum Recommended Products,DRZ,,CALWF3,3.7.2 (Apr-15-2024),15166,idi157010_drz.fits,217512000,26229955,PUBLIC,3,F275W
26080521,HST,image,idi158010,DADS DRC file - CTE-corrected calibrated combined image ACS/WFC3,D,mast:HST/product/idi158010_drc.fits,SCIENCE,Minimum Recommended Products,DRC,,CALWF3,3.7.2 (Apr-15-2024),15166,idi158010_drc.fits,217514880,26080521,PUBLIC,3,F275W
26080521,HST,image,idi158010,DADS DRZ file - Calibrated combined image ACS/WFC3/WFPC2/STIS,D,mast:HST/product/idi158010_drz.fits,SCIENCE,Minimum Recommended Products,DRZ,,CALWF3,3.7.2 (Apr-15-2024),15166,idi158010_drz.fits,217512000,26080521,PUBLIC,3,F275W
26693490,HST,image,hst_15654_09_wfc3_uvis_f275w_idxr09,HAP fits science image,D,mast:HST/product/hst_15654_09_wfc3_uvis_f275w_idxr09_drc.fits,SCIENCE,Minimum Recommended Products,DRC,,HAP-SVM,DrizzlePac 3.10.0,15654,hst_15654_09_wfc3_uvis_f275w_idxr09_drc.fits,359265600,26236761,PUBLIC,3,F275W
26693339,HST,image,hst_15654_09_wfc3_uvis_f275w_idxr09yw,HAP fits science image,D,mast:HST/product/hst_15654_09_wfc3_uvis_f275w_idxr09yw_drc.fits,SCIENCE,,DRC,,HAP-SVM,DrizzlePac 3.10.0,15654,hst_15654_09_wfc3_uvis_f275w_idxr09yw_drc.fits,359254080,26236761,PUBLIC,2,F275W
26689539,HST,image,hst_15654_09_wfc3_uvis_f275w_idxr09z9,HAP fits science image,D,mast:HST/product/hst_15654_09_wfc3_uvis_f275w_idxr09z9_drc.fits,SCIENCE,,DRC,,HAP-SVM,DrizzlePac 3.10.0,15654,hst_15654_09_wfc3_uvis_f275w_idxr09z9_drc.fits,359256960,26236761,PUBLIC,2,F275W
26689523,HST,image,hst_15654_09_wfc3_uvis_f275w_idxr09zp,HAP fits science image,D,mast:HST/product/hst_15654_09_wfc3_uvis_f275w_idxr09zp_drc.fits,SCIENCE,,DRC,,HAP-SVM,DrizzlePac 3.10.0,15654,hst_15654_09_wfc3_uvis_f275w_idxr09zp_drc.fits,359256960,26236761,PUBLIC,2,F275W
26698845,HST,image,hst_15654_09_wfc3_uvis_total_idxr09,HAP fits science image,D,mast:HST/product/hst_15654_09_wfc3_uvis_total_idxr09_drc.fits,SCIENCE,,DRC,,HAP-SVM,DrizzlePac 3.10.0,15654,hst_15654_09_wfc3_uvis_total_idxr09_drc.fits,359354880,26236761,PUBLIC,3,detection
26689531,HST,image,hst_15654_27_wfc3_uvis_f275w_idxr27,HAP fits science image,D,mast:HST/product/hst_15654_27_wfc3_uvis_f275w_idxr27_drc.fits,SCIENCE,Minimum Recommended Products,DRC,,HAP-SVM,DrizzlePac 3.10.0,15654,hst_15654_27_wfc3_uvis_f275w_idxr27_drc.fits,237718080,26266681,PUBLIC,3,F275W
26689368,HST,image,hst_15654_27_wfc3_uvis_f275w_idxr27gd,HAP fits science image,D,mast:HST/product/hst_15654_27_wfc3_uvis_f275w_idxr27gd_drc.fits,SCIENCE,,DRC,,HAP-SVM,DrizzlePac 3.10.0,15654,hst_15654_27_wfc3_uvis_f275w_idxr27gd_drc.fits,237709440,26266681,PUBLIC,2,F275W
26689491,HST,image,hst_15654_27_wfc3_uvis_f275w_idxr27gq,HAP fits science image,D,mast:HST/product/hst_15654_27_wfc3_uvis_f275w_idxr27gq_drc.fits,SCIENCE,,DRC,,HAP-SVM,DrizzlePac 3.10.0,15654,hst_15654_27_wfc3_uvis_f275w_idxr27gq_drc.fits,237709440,26266681,PUBLIC,2,F275W
26689348,HST,image,hst_15654_27_wfc3_uvis_f275w_idxr27h3,HAP fits science image,D,mast:HST/product/hst_15654_27_wfc3_uvis_f275w_idxr27h3_drc.fits,SCIENCE,,DRC,,HAP-SVM,DrizzlePac 3.10.0,15654,hst_15654_27_wfc3_uvis_f275w_idxr27h3_drc.fits,237709440,26266681,PUBLIC,2,F275W
26694342,HST,image,hst_15654_27_wfc3_uvis_total_idxr27,HAP fits science image,D,mast:HST/product/hst_15654_27_wfc3_uvis_total_idxr27_drc.fits,SCIENCE,,DRC,,HAP-SVM,DrizzlePac 3.10.0,15654,hst_15654_27_wfc3_uvis_total_idxr27_drc.fits,237807360,26266681,PUBLIC,3,detection
26695588,HST,image,hst_15654_44_wfc3_uvis_f275w_idxr44,HAP fits science image,D,mast:HST/product/hst_15654_44_wfc3_uvis_f275w_idxr44_drc.fits,SCIENCE,Minimum Recommended Products,DRC,,HAP-SVM,DrizzlePac 3.10.0,15654,hst_15654_44_wfc3_uvis_f275w_idxr44_drc.fits,403493760,26260775,PUBLIC,3,F275W
26690186,HST,image,hst_15654_44_wfc3_uvis_f275w_idxr44p2,HAP fits science image,D,mast:HST/product/hst_15654_44_wfc3_uvis_f275w_idxr44p2_drc.fits,SCIENCE,,DRC,,HAP-SVM,DrizzlePac 3.10.0,15654,hst_15654_44_wfc3_uvis_f275w_idxr44p2_drc.fits,403485120,26260775,PUBLIC,2,F275W
26690273,HST,image,hst_15654_44_wfc3_uvis_f275w_idxr44pf,HAP fits science image,D,mast:HST/product/hst_15654_44_wfc3_uvis_f275w_idxr44pf_drc.fits,SCIENCE,,DRC,,HAP-SVM,DrizzlePac 3.10.0,15654,hst_15654_44_wfc3_uvis_f275w_idxr44pf_drc.fits,403485120,26260775,PUBLIC,2,F275W
