matched_snname,cubename,rasn,decsn,redshift,sample_ra_deg,sample_dec_deg,matched_in_list_snlist,sep_arcsec,snlist_snname,snlist_cubename,snlist_sem,snlist_sntype,snlist_notes
LSQ14gov,LSQ14gov,04:06:01.33,-16:01:41.49,0.089588,61.50554166666666,-16.028191666666665,True,0.0,LSQ14gov,LSQ14gov,P102,Ia-91T,
LSQ14ie,LSQ14ie,12:55:33.46,-32:56:40.37,0.089497,193.88941666666665,-32.94454722222222,True,0.0,LSQ14ie,LSQ14ie,P95,Ia,MUSE-DEEP JOINING 6 POINTINGS
LSQ14ip,LSQ14ip,09:44:20.22,+04:35:52.56,0.061451,146.08424999999997,4.597933333333333,True,0.0,LSQ14ip,LSQ14ip,P102,Ia-91bg,
LSQ14mc,LSQ14mc,09:02:13.45,+17:03:37.01,0.056668,135.55604166666666,17.060280555555558,True,0.0,LSQ14mc,LSQ14mc,P106,Ia,
LSQ14wp,LSQ14wp,10:14:05.72,+06:40:30.54,0.06962,153.5238333333333,6.67515,True,0.0,LSQ14wp,LSQ14wp,P102,Ia,
LSQ14xi,LSQ14xi,12:30:41.17,-13:46:21.91,0.05036,187.67154166666666,-13.772752777777779,True,0.0,LSQ14xi,LSQ14xi,P98,Ia-91T,
LSQ15aja,LSQ15aja,17:03:08.91,+12:27:41.60,0.070007,255.78712499999997,12.461555555555554,True,0.0,LSQ15aja,LSQ15aja,P99,Ia-91T,2 ANALYSES. A: z=0.06993753 ; B: z=0.0723754
LSQ15alq,LSQ15alq,13:09:18.56,-25:52:20.24,0.046968,197.3273333333333,-25.87228888888889,True,0.0,LSQ15alq,LSQ15alq,P99,Ia,
SN2008ee,NGC0307,00:56:32.959,-01:46:16.00,0.013253,14.137329166666666,-1.771111111111111,True,0.0,SN2008ee,NGC0307,arx,Ia,NO LC
SN1995Y,NGC0410,01:10:59.599,+33:08:40.70,0.017501,17.748329166666664,33.14463888888889,True,0.0,SN1995Y,NGC0410,arx,Ia,COMBINED 3 POINTINGS - NO LC
SN2018djd,NGC0863,02:14:33.830,-00:45:56.77,0.026401,33.64095833333333,-0.7657694444444445,True,0.0,SN2018djd,NGC0863,arx,Ia,MUSE-DEEP
SN2004fd,NGC1060,02:43:15.250,+32:25:25.61,0.017265,40.813541666666666,32.42378055555555,True,0.0,SN2004fd,NGC1060,arx,Ia,NO LC
SN2012ec,NGC1084,02:45:59.880,-07:34:27.01,0.00465,41.4995,-7.574169444444444,True,0.0,SN2012ec,NGC1084,arx,II,
SN2008cm,NGC2369,07:16:38.750,-62:18:52.88,0.010608,109.16145833333331,-62.31468888888889,True,0.0,SN2008cm,NGC2369,arx,Ia,
SN2016gwl,NGC2865,09:23:28.020,-23:10:10.74,0.008985,140.86675,-23.16965,True,0.0,SN2016gwl,NGC2865,arx,Ia,
SN2020ftl,NGC4277,12:20:03.754,+05:20:33.67,0.007349,185.01564166666665,5.342686111111111,True,0.0,SN2020ftl,NGC4277,arx,Ia,MUSE-DEEP
SN1968I,NGC4981,13:08:48.87,-06:46:40.80,0.005536,197.20362499999996,-6.778,True,0.0,SN1968I,NGC4981,arx,Ia,MUSE-DEEP
SN2018zz,NGC5419,14:03:39.060,-33:58:42.60,0.013935,210.91275,-33.978500000000004,True,0.0,SN2018zz,NGC5419,arx,Ia,NO LC
SN2017cbv,NGC5643,14:32:34.420,-44:08:02.74,0.003939,218.14341666666664,-44.13409444444444,True,0.0,SN2017cbv,NGC5643,arx,-,SN NOT IN THE FoV - BUT THIS WAS ANALYZED FOR SAHANA - COMBINED 8 POINTINGS
SN2009Y,NGC5728,14:42:23.849,-17:14:48.41,0.0102,220.5993708333333,-17.246780555555556,True,0.0,SN2009Y,NGC5728,arx,Ia,MUSE-DEEP
PS1-14xw,NGC6240,16:52:57.63,+02:23:36.50,0.023947,253.24012499999995,2.393472222222222,True,0.0,PS1-14xw,NGC6240,arx,Ia-91T,MUSE-DEEP - SN in THE BORDERRRRRRR
SN2000do,NGC6754,19:11:26.191,-50:38:24.50,0.010758,287.85912916666666,-50.64013888888889,True,0.0,SN2000do,NGC6754,SV,Ia,NO LC
SN1997de,NGC6769,19:18:20.820,-60:29:42.00,0.012668,289.58675,-60.495,True,0.0,SN1997de,NGC6769,arx,Ia,
SN2017hgz,NGC7130,21:48:20.120,-34:57:10.40,0.016161,327.0838333333333,-34.95288888888889,True,0.0,SN2017hgz,NGC7130,arx,Ia,
SN2022wsp,NGC7448,23:00:03.526,+15:58:42.60,0.007291,345.0146916666666,15.9785,True,0.0,SN2022wsp,NGC7448,arx,II,COMBINED 4 POINTINGS
SN1998dh,NGC7541,23:14:40.310,+04:32:14.10,0.008884,348.66795833333333,4.53725,True,0.0,SN1998dh,NGC7541,arx,Ia,COMBINED 7 POINTINGS
SN2011hb,NGC7674,23:27:55.510,+08:46:45.70,0.029135,351.9812916666666,8.779361111111111,True,0.0,SN2011hb,NGC7674,arx,Ia,
OGLE16euo,OGLE16euo,02:50:19.15,-75:23:29.40,0.058602,42.579791666666665,-75.39150000000001,True,0.0,OGLE16euo,OGLE16euo,P102,Ia,
SN2018hnq,PGC019085,06:27:38.610,-54:27:24.08,0.048834,96.91087499999999,-54.45668888888889,True,0.0,SN2018hnq,PGC019085,arx,Ia,
PS1-13eao,PS1-13eao,03:29:56.35,-28:46:17.70,0.037067,52.484791666666666,-28.771583333333332,True,0.0,PS1-13eao,PS1-13eao,P99,Ia,
PS15mb,PS15mb,08:59:40.13,+15:11:12.40,0.028765,134.9172083333333,15.186777777777777,True,0.0,PS15mb,PS15mb,P98,Ia,NO LC
PS15mt,PS15mt,09:54:44.17,+23:11:53.10,0.071122,148.68404166666664,23.198083333333333,True,0.0,PS15mt,PS15mt,P98,Ia,
PSNJ07250042+2347030,PSNJ07250042+2347030,07:25:00.42,+23:47:03.00,0.018463,111.25175,23.784166666666668,True,0.0,PSNJ07250042+2347030,PSNJ07250042+2347030,P98,Ia,NO LC
iPTF14hvh,PSNJ10292799+2200468,10:29:27.99,+22:00:46.80,0.054421,157.36662499999997,22.013,True,0.0,iPTF14hvh,PSNJ10292799+2200468,P98,Ia,NO LC
SN2011hk,PTF11pra,02:18:45.790,-06:38:30.08,0.017326,34.69079166666666,-6.641688888888888,True,0.0,SN2011hk,PTF11pra,P99,Ia,MUSE-DEEP JOINING 8 POINTINGS
PTF11qmo,PTF11qmo,10:06:49.76,-07:41:12.30,0.055339,151.7073333333333,-7.68675,True,0.0,PTF11qmo,PTF11qmo,P98,Ia,NO LC
PTF12iiq,PTF12iiq,02:50:07.76,-00:15:54.40,0.029754,42.53233333333333,-0.26511111111111113,True,0.0,PTF12iiq,PTF12iiq,P97,Ia,NO LC
PTF12jgb,PTF12jgb,04:15:01.44,-15:20:53.70,0.028229,63.75599999999999,-15.34825,True,0.0,PTF12jgb,PTF12jgb,P97,Ia,NO LC
SN1986G,SN1986G,13:25:36.509,-43:01:54.19,0.00183,201.4021208333333,-43.03171944444444,True,0.0,SN1986G,SN1986G,P97,Ia-86G,THERE IS A LARGE MOSAICK IN THE ARCHIVE NGC5128 -- TO DO --
SN1991bj,SN1991bj,03:41:30.480,-04:39:49.61,0.01814,55.376999999999995,-4.663780555555556,True,0.0,SN1991bj,SN1991bj,JL,Ia-02cx,NO LC - 100;199 CREATED MANUALLY
SN2001da,SN2001da,23:53:32.779,+08:07:02.60,0.017234,358.3865791666666,8.11738888888889,True,0.0,SN2001da,SN2001da,P97,Ia,
SN2001el,SN2001el,03:44:30.571,-44:38:23.71,0.003669,56.12737916666666,-44.639919444444445,True,0.0,SN2001el,SN2001el,P97,Ia,
SN2002ha,SN2002ha,20:47:18.581,+00:18:45.61,0.013774,311.82742083333335,0.31266944444444444,True,0.0,SN2002ha,SN2002ha,P97,Ia,
SN2002jg,SN2002jg,22:19:28.800,+29:23:04.49,0.015207,334.86999999999995,29.384580555555555,True,0.0,SN2002jg,SN2002jg,P97,Ia,REREDUCED JOINING 13 POINTINGS
SN2004cs,SN2004cs,17:50:14.381,+14:16:59.48,0.01403,267.5599208333333,14.28318888888889,True,0.0,SN2004cs,SN2004cs,JL,Ia-02cx,NO LC
SN2004ey,SN2004ey,21:49:07.810,+00:26:39.19,0.015855,327.28254166666665,0.44421944444444444,True,0.0,SN2004ey,SN2004ey,P95,Ia,
SN2004gc,SN2004gc,05:21:49.949,+06:40:33.71,0.031487,80.45812083333331,6.676030555555556,True,0.0,SN2004gc,SN2004gc,P102,Ia,
SN2004gs,SN2004gs,08:38:23.179,+17:37:39.79,0.027573,129.59657916666666,17.627719444444445,True,0.0,SN2004gs,SN2004gs,P95,Ia,
SN2005M,SN2005M,09:37:32.359,+23:12:02.70,0.024425,144.38482916666666,23.20075,True,0.0,SN2005M,SN2005M,P95,Ia-91T,SDSS OBJID problem
SN2005ag,SN2005ag,14:56:43.649,+09:19:42.49,0.079358,224.1818708333333,9.328469444444444,True,0.0,SN2005ag,SN2005ag,P95,Ia,
SN2005al,SN2005al,13:50:00.329,-30:34:34.21,0.012373,207.5013708333333,-30.576169444444446,True,0.0,SN2005al,SN2005al,P101,Ia,
SN2005be,SN2005be,14:59:32.719,+16:40:11.60,0.033838,224.88632916666663,16.66988888888889,True,0.0,SN2005be,SN2005be,P95,Ia,
SN2005bs,SN2005bs,20:10:14.110,-56:38:43.58,0.052189,302.55879166666665,-56.64543888888889,True,0.0,SN2005bs,SN2005bs,arx,Ia,COMBINED
SN2005cf,SN2005cf,15:21:32.210,-07:24:47.48,0.006687,230.3842083333333,-7.4131888888888895,True,0.0,SN2005cf_B,SN2005cf_B,P106,Ia,P99 out of FOV. Here in the FOV. SN1990Q from Hanin is the other galaxy!
SN2005cf_B,SN2005cf_B,15:21:32.210,-07:24:47.48,0.006685,230.3842083333333,-7.4131888888888895,True,0.0,SN2005cf_B,SN2005cf_B,P106,Ia,P99 out of FOV. Here in the FOV. SN1990Q from Hanin is the other galaxy!
SN2005el,SN2005el,05:11:48.72,+05:11:39.40,0.014818,77.95299999999999,5.194277777777778,True,0.0,SN2005el,SN2005el,P106,Ia,
SN2005gj,SN2005gj,03:01:11.950,-00:33:13.90,0.061661,45.299791666666664,-0.5538611111111111,True,0.0,SN2005gj,SN2005gj,P95,Ia-CSM,NO LC
SN2005hj,SN2005hj,01:26:48.269,-01:14:16.80,0.05739,21.70112083333333,-1.238,True,0.0,SN2005hj,SN2005hj,P95,Ia,
SN2005hk,SN2005hk,00:27:50.870,-01:11:52.51,0.013015,6.961958333333333,-1.1979194444444445,True,0.0,SN2005hk,SN2005hk,JL,Ia-02cx,4;202 CREATED MANUALLY
SN2005ir,SN2005ir,01:16:43.759,+00:47:40.42,0.076199,19.182329166666666,0.794561111111111,True,0.0,SN2005ir,SN2005ir,P95,Ia,
SN2005ke,SN2005ke,03:35:04.351,-24:56:38.80,0.004947,53.76812916666666,-24.944111111111113,True,0.0,SN2005ke,SN2005ke,P99,Ia-91bg,COMBINED 18 POINTINGS INCLUDING ONE FROM THE ARX
SN2005ki,SN2005ki,10:40:28.219,+09:12:08.39,0.019606,160.11757916666664,9.202330555555555,True,0.0,SN2005ki,SN2005ki,P102,Ia,
SN2005ku,SN2005ku,22:59:42.610,-00:00:49.28,0.04534,344.9275416666666,-0.01368888888888889,True,0.0,SN2005ku,SN2005ku,P95,Ia,
SN2005lu,SN2005lu,02:36:03.710,-17:15:50.00,0.031989,39.01545833333333,-17.26388888888889,True,0.0,SN2005lu,SN2005lu,P95,Ia,I CHANGED THE HOST WITH RESPECT KRISCIUNAS 2017
SN2005na,SN2005na,07:01:36.619,+14:07:59.70,0.026356,105.40257916666665,14.13325,True,0.0,SN2005na,SN2005na,P95,Ia,
SN2006E,SN2006E,13:53:28.649,+05:12:22.79,0.002643,208.3693708333333,5.206330555555556,True,0.0,SN2006E,SN2006E,P97,Ia,NO LC
SN2006bh,SN2006bh,22:40:16.099,-66:29:06.29,0.010847,340.06707916666664,-66.48508055555556,True,0.0,SN2006bh,SN2006bh,P101,Ia,
SN2006br,SN2006br,13:30:01.800,+13:24:56.81,0.024773,202.5075,13.415780555555555,True,0.0,SN2006br,SN2006br,P95,Ia,
SN2006bt,SN2006bt,15:56:30.530,+20:02:45.60,0.032229,239.1272083333333,20.046000000000003,True,0.0,SN2006bt,SN2006bt,P95,Ia-06bt,JOINED WITH P102
SN2006cm,SN2006cm,21:20:17.460,-01:41:02.69,0.01637,320.07275,-1.6840805555555556,True,0.0,SN2006cm,SN2006cm,P97,Ia,
SN2006dd,SN2006dd,03:22:41.621,-37:12:13.00,0.005879,50.67342083333333,-37.203611111111115,True,0.0,SN2006dd,SN2006dd,P101,Ia,THIS NEED TO BE JOINED WITH SN1981D in NGC1316 -- TO DO --
SN2006mr,SN2006mr,50.679333,-37.208139,0.005867,50.679333,-37.208139,True,2.5157683343866375,SN2006mr,SN2006dd,P101,Ia-91bg,
SN2006ef,SN2006ef,02:04:19.510,-08:43:42.20,0.017823,31.08129166666667,-8.728388888888889,True,0.0,SN2006ef,SN2006ef,P95,Ia,
SN2006ej,SN2006ej,00:38:59.770,-09:00:56.59,0.020501,9.749041666666665,-9.015719444444445,True,0.0,SN2006ej,SN2006ej,P95,Ia,JOINED WITH ONE FROM THE ARXIV
SN2006eq,SN2006eq,21:28:37.130,+01:13:41.20,0.049537,322.15470833333325,1.2281111111111112,True,0.0,SN2006eq,SN2006eq,P95,Ia,
SN2006fw,SN2006fw,01:47:10.339,-00:08:49.20,0.083507,26.79307916666666,-0.147,True,0.0,SN2006fw,SN2006fw,P95,Ia,
SN2006gt,SN2006gt,00:56:17.299,-01:37:45.98,0.044791,14.072079166666665,-1.6294388888888889,True,0.0,SN2006gt,SN2006gt,P95,Ia-91bg,
SN2006hb,SN2006hb,05:02:01.279,-21:07:55.09,0.015093,75.50532916666666,-21.131969444444444,True,0.0,SN2006hb,SN2006hb,P101,Ia-86G,
SN2006hx,SN2006hx,01:13:57.310,+00:22:18.01,0.045447,18.488791666666664,0.37166944444444444,True,0.0,SN2006hx,SN2006hx,P95,Ia,
SN2006is,SN2006is,05:17:34.370,-23:46:54.19,0.031281,79.39320833333332,-23.781719444444445,True,0.0,SN2006is,SN2006is,P95,Ia,140;158 CREATED MANUALLY -- BAD
SN2006lu,SN2006lu,09:15:17.630,-25:36:00.29,0.053268,138.82345833333332,-25.600080555555557,True,0.0,SN2006lu,SN2006lu,P95,Ia,
SN2006ob,SN2006ob,01:51:48.110,+00:15:48.31,0.059106,27.950458333333334,0.26341944444444443,True,0.0,SN2006ob,SN2006ob,P95,Ia,
SN2006os,SN2006os,02:55:01.010,+16:00:34.81,0.033221,43.754208333333324,16.009669444444445,True,0.0,SN2006os,SN2006os,P95,Ia,6 POINTINGS AVAILABLE BUT WE KEPT THE 4 POINTINGS WITH BETTER SEEING
SN2006ot,SN2006ot,02:15:04.841,-20:45:58.21,0.053689,33.770170833333324,-20.766169444444444,True,0.0,SN2006ot,SN2006ot,P95,Ia-06bt,
SN2006py,SN2006py,22:41:42.050,-00:08:12.91,0.057823,340.42520833333333,-0.13691944444444445,True,0.0,SN2006py,SN2006py,P95,Ia,IT HAS 1 POINTING WITH WRONG COORDINATES
SN2007S,SN2007S,10:00:31.260,+04:24:26.21,0.013924,150.13025,4.407280555555556,True,0.0,SN2007S,SN2007S,P95,Ia-91T,
SN2007ai,SN2007ai,16:12:53.741,-21:37:48.68,0.031798,243.22392083333327,-21.63018888888889,True,0.0,SN2007ai,SN2007ai,P101,Ia-91T,
SN2007al,SN2007al,09:59:18.480,-19:28:25.79,0.012204,149.82699999999997,-19.473830555555555,True,0.0,SN2007al,SN2007al,P95,Ia-91bg,MUSE-DEEP JOINING 8 POINTINGS
SN2007as,SN2007as,09:27:36.010,-80:10:39.22,0.017075,141.90004166666665,-80.17756111111112,True,0.0,SN2007as,SN2007as,P101,Ia,
SN2007ba,SN2007ba,15:16:42.631,+07:23:47.80,0.038237,229.17762916666666,7.3966111111111115,True,0.0,SN2007ba,SN2007ba,P95,Ia-91bg,
SN2007bc,SN2007bc,11:19:14.570,+20:48:32.51,0.020638,169.8107083333333,20.809030555555555,True,0.0,SN2007bc,SN2007bc,P95,Ia,
SN2007bm,SN2007bm,11:25:02.299,-09:47:53.81,0.00622,171.25957916666664,-9.798280555555555,True,0.0,SN2007bm,SN2007bm,P102,Ia,
SN2007ca,SN2007ca,13:31:05.810,-15:06:06.59,0.014131,202.77420833333332,-15.101830555555555,True,0.0,SN2007ca,SN2007ca,P99,Ia,COMBINED 4 POINTINGS; one rotated
SN2007cq,SN2007cq,22:14:40.430,+05:04:48.90,0.025966,333.6684583333333,5.0802499999999995,True,0.0,SN2007cq,SN2007cq,P99,Ia,
SN2007fb,SN2007fb,23:56:52.370,+05:30:31.79,0.018062,359.21820833333334,5.508830555555556,True,0.0,SN2007fb,SN2007fb,P97,Ia,REREDUCED JOINING 10 POINTINGS
SN2007fs,SN2007fs,22:01:40.440,-21:30:29.59,0.017281,330.41849999999994,-21.508219444444446,True,0.0,SN2007fs,SN2007fs,P97,Ia,
SN2007hj,SN2007hj,23:01:47.890,+15:35:11.40,0.014132,345.4495416666666,15.586500000000001,True,0.0,SN2007hj,SN2007hj,P95,Ia,
SN2007hx,SN2007hx,02:06:27.079,-00:53:58.31,0.079109,31.612829166666664,-0.8995305555555555,True,0.0,SN2007hx,SN2007hx,P95,Ia,
SN2007if,SN2007if,01:10:51.37,+15:27:39.89,0.075163,17.714041666666667,15.461080555555554,True,0.0,SN2007if,SN2007if,P106,Ia-03fg,
SN2007jg,SN2007jg,03:29:50.82,+00:03:24.60,0.037085,52.461749999999995,0.05683333333333333,True,0.0,SN2007jg,SN2007jg,P106,Ia,
SN2007jh,SN2007jh,03:36:01.54,+01:06:12.20,0.040759,54.00641666666667,1.103388888888889,True,0.0,SN2007jh,SN2007jh,P106,Ia-86G,
SN2007le,SN2007le,23:38:48.410,-06:31:21.29,0.006678,354.7017083333333,-6.522580555555556,True,0.0,SN2007le,SN2007le,P97,Ia,
SN2007mm,SN2007mm,01:05:46.670,-00:45:31.79,0.06649,16.444458333333333,-0.7588305555555556,True,0.0,SN2007mm,SN2007mm,P95,Ia-86G,
SN2007ol,SN2007ol,01:37:23.700,-00:18:43.20,0.056024,24.34875,-0.312,True,0.0,SN2007ol,SN2007ol,P95,Ia,
SN2011iv,SN2007on,03:38:51.350,-35:35:31.99,0.006501,54.71395833333332,-35.592219444444446,True,0.0,SN2011iv,SN2007on,P101,Ia,
SN2007on,SN2007on,03:38:50.899,-35:34:30.00,0.006501,54.71207916666666,-35.575,True,0.0,SN2007on,SN2007on,P101,Ia,COMBINED FROM ARXIVE. COMBINED IN HIDRA
SN2007so,SN2007so,02:47:43.130,+13:15:14.80,0.029367,41.92970833333333,13.254111111111111,True,0.0,SN2007so,SN2007so,P95,Ia,
SN2007st,SN2007st,01:48:42.470,-48:38:57.80,0.021109,27.17695833333333,-48.649388888888886,True,0.0,SN2007st,SN2007st,P101,Ia,
SNF20080612-003,SN20080612,16:15:28.39,+19:13:35.90,0.032656,243.86829166666666,19.226638888888886,True,0.0,SNF20080612-003,SN20080612,P97,Ia,NO LC
SN2008J,SN2008J,02:34:24.199,-10:50:38.51,0.016054,38.600829166666664,-10.844030555555555,True,0.0,SN2008J,SN2008J,P97,Ia-CSM,
SN2008O,SN2008O,06:57:34.459,-45:48:44.32,0.038937,104.39357916666665,-45.81231111111111,True,0.0,SN2008O,SN2008O,P101,Ia,COMBINED WITH ARXIV DATA 12 POINTINGS
SN2008R,SN2008R,03:03:53.70,-11:59:39.40,0.013413,45.973749999999995,-11.994277777777777,True,0.0,SN2008R,SN2008R,P106,Ia-91bg,
SN2008ae,SN2008ae,09:56:03.199,+10:29:58.810,0.030062,149.01332916666667,10.499669444444443,True,0.0,SN2008ae,SN2008ae,JL,Ia-02cx,MUSE-DEEP - 191;165 CREATED MANUALLY
SN2008ar,SN2008ar,12:24:37.920,+10:50:17.41,0.026085,186.158,10.838169444444445,True,0.0,SN2008ar,SN2008ar,P95,Ia,
SN2008bc,SN2008bc,09:38:31.229,-63:58:25.61,0.014825,144.6301208333333,-63.97378055555556,True,0.0,SN2008bc,SN2008bc,P95,Ia,
SN2008bd,SN2008bd,10:18:23.321,-13:06:11.20,0.029861,154.59717083333334,-13.103111111111112,True,0.0,SN2008bd,SN2008bd,P102,Ia-91bg,
SN2008bq,SN2008bq,06:41:02.510,-38:02:19.00,0.034099,100.26045833333333,-38.03861111111111,True,0.0,SN2008bq,SN2008bq,P101,Ia,
SN2008bt,SN2008bt,10:50:16.88,-12:06:32.00,0.015431,162.57033333333334,-12.108888888888888,True,0.0,SN2008bt,SN2008bt,P106,Ia-91bg,
SN2008cc,SN2008cc,21:03:29.621,-67:11:01.10,0.010487,315.8734208333333,-67.1836388888889,True,0.0,SN2008cc,SN2008cc,P101,Ia,
SN2008cf,SN2008cf,14:07:32.561,-26:33:06.59,0.047234,211.88567083333334,-26.551830555555558,True,0.0,SN2008cf,SN2008cf,P95,Ia,
SN2008ff,SN2008ff,20:13:59.959,-44:21:07.81,0.01923,303.49982916666664,-44.35216944444445,True,0.0,SN2008ff,SN2008ff,P95,Ia,MUSE-DEEP AVAILABLE (8 POINTINGS); BUT WE KEPT THE 4 POINTINGS WITH BETTER SEEING; 16;139 CREATED MANUALLY -- BAD
SN2008fl,SN2008fl,19:36:44.839,-37:33:04.50,0.020429,294.18682916666666,-37.551249999999996,True,0.0,SN2008fl,SN2008fl,P101,Ia,
SN2008fp,SN2008fp,07:16:32.599,-29:19:31.69,0.005361,109.13582916666665,-29.325469444444444,True,0.0,SN2008fp,SN2008fp,P97,Ia,
SN2008fr,SN2008fr,01:11:49.14,+14:38:27.00,0.039399,17.954749999999997,14.640833333333333,True,0.0,SN2008fr,SN2008fr,P106,Ia,
SN2008fu,SN2008fu,03:02:28.500,-24:27:21.49,0.052437,45.61874999999999,-24.455969444444445,True,0.0,SN2008fu,SN2008fu,P101,Ia,
